row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
401,0001014739_2005_4,11,"based on management’s assessment of internal control over financial reporting as of december 31, 2005, we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting.",based on management s assessment of internal control over financial reporting as of <month> <num> <year> we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting,2005-12-31,1014739,,,238,0,0,OTHER,0,status,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.5158159554764606,0.0048867872639873,0.4792972572595522,0.5158159554764606,0.0365186982169084,1,0,e5_logreg,OTHER,0,1,background,worker_batch_019,guideline_v1_1_issue_reaudit_round3,Lead-in to the list of weaknesses; incomplete standalone.
402,0001014739_2005_4,13,"inadequate control over segregation of duties, and restriction of employee access to application modules within the company’s financial and operating systems, including our general ledger system; .",inadequate control over segregation of duties and restriction of employee access to application modules within the company s financial and operating systems including our general ledger system,2005-12-31,1014739,"based on management’s assessment of internal control over financial reporting as of december 31, 2005, we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting.",based on management s assessment of internal control over financial reporting as of <month> <num> <year> we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting,192,0,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.914794080414151,0.0677257765868924,0.0174801429989566,0.914794080414151,0.8470683038272586,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
403,0001014739_2005_4,14,lack of monitoring controls over personnel in the information technology function with access to the production databases supporting the general ledger financial data; and .,lack of monitoring controls over personnel in the information technology function with access to the production databases supporting the general ledger financial data and,2005-12-31,1014739,"inadequate control over segregation of duties, and restriction of employee access to application modules within the company’s financial and operating systems, including our general ledger system; .",inadequate control over segregation of duties and restriction of employee access to application modules within the company s financial and operating systems including our general ledger system,170,0,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.9099659051214366,0.0758470492999993,0.014187045578564,0.9099659051214366,0.8341188558214372,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
404,0001014739_2005_4,15,"ineffective controls over the documentation, approval, testing and migration of system changes to production environments.",ineffective controls over the documentation approval testing and migration of system changes to production environments,2005-12-31,1014739,lack of monitoring controls over personnel in the information technology function with access to the production databases supporting the general ledger financial data; and .,lack of monitoring controls over personnel in the information technology function with access to the production databases supporting the general ledger financial data and,119,1,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.8950601807515124,0.0906798914040119,0.0142599278444756,0.8950601807515124,0.8043802893475004,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
405,0001014739_2005_4,17,"in the area of revenue recognition, we identified an ineffective control which we believe constitutes a material weakness.",in the area of revenue recognition we identified an ineffective control which we believe constitutes a material weakness,2005-12-31,1014739,"ineffective controls over the documentation, approval, testing and migration of system changes to production environments.",ineffective controls over the documentation approval testing and migration of system changes to production environments,120,1,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.8980978869317284,0.0023462662372902,0.0995558468309815,0.8980978869317284,0.7985420401007469,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
406,0001014739_2005_4,18,inadequate system and manual controls to prevent the potential overstatement of revenue for cancelled orders and other non-standard transactions in our community pharmacies.,inadequate system and manual controls to prevent the potential overstatement of revenue for cancelled orders and other non standard transactions in our community pharmacies,2005-12-31,1014739,"in the area of revenue recognition, we identified an ineffective control which we believe constitutes a material weakness.",in the area of revenue recognition we identified an ineffective control which we believe constitutes a material weakness,172,0,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.949918734846237,0.0419213442088582,0.0081599209449047,0.949918734846237,0.9079973906373788,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
407,0001014739_2005_4,19,controls failed to detect necessary revenue adjustments that were more than inconsequential but not material.,controls failed to detect necessary revenue adjustments that were more than inconsequential but not material,2005-12-31,1014739,inadequate system and manual controls to prevent the potential overstatement of revenue for cancelled orders and other non-standard transactions in our community pharmacies.,inadequate system and manual controls to prevent the potential overstatement of revenue for cancelled orders and other non standard transactions in our community pharmacies,108,1,0,ISSUE,0,other,1,0,0,False,False,28.0,0,0,trainval,ISSUE,0.9789271142447732,0.004421675625476,0.0166512101297506,0.9789271142447732,0.9622759041150228,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
408,0001014739_2005_4,20,"furthermore, the failure of our controls could potentially result in revenue adjustments of a material amount.",furthermore the failure of our controls could potentially result in revenue adjustments of a material amount,2005-12-31,1014739,controls failed to detect necessary revenue adjustments that were more than inconsequential but not material.,controls failed to detect necessary revenue adjustments that were more than inconsequential but not material,108,1,0,ISSUE,0,other,1,0,0,False,False,28.0,0,0,trainval,ISSUE,0.9410407714093642,0.0087044346588538,0.0502547939317819,0.9410407714093642,0.8907859774775823,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
409,0001014739_2005_4,21,"in the area of accounts receivable, we identified the following ineffective controls which we believe constitute a material weakness in the aggregate.",in the area of accounts receivable we identified the following ineffective controls which we believe constitute a material weakness in the aggregate,2005-12-31,1014739,"furthermore, the failure of our controls could potentially result in revenue adjustments of a material amount.",furthermore the failure of our controls could potentially result in revenue adjustments of a material amount,148,0,0,OTHER,0,background,0,0,0,True,False,28.0,0,1,trainval,ISSUE,0.9296748191416344,0.0021304171650657,0.0681947636932998,0.9296748191416344,0.8614800554483346,0,1,e5_logreg,OTHER,0,1,background,worker_batch_019,guideline_v1_1_issue_reaudit_round3,Lead-in to the accounts receivable weakness list; incomplete standalone.
410,0001014739_2005_4,22,ineffective processes and controls to ensure timely collection efforts on past due outstanding accounts receivable; .,ineffective processes and controls to ensure timely collection efforts on past due outstanding accounts receivable,2005-12-31,1014739,"in the area of accounts receivable, we identified the following ineffective controls which we believe constitute a material weakness in the aggregate.",in the area of accounts receivable we identified the following ineffective controls which we believe constitute a material weakness in the aggregate,114,1,0,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.9324089086140646,0.0538226526186717,0.0137684387672636,0.9324089086140646,0.8785862559953929,0,1,e5_logreg,ISSUE,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,
