row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
484,0000067279_2013_4,5,"a material weakness is a control deficiency, or combination of control deficiencies, in internal control over financial reporting, such that there is a reasonable possibility that a material misstatement of the company¡¯s annual or interim financial statements will not be prevented or detected on a timely basis.",a material weakness is a control deficiency or combination of control deficiencies in internal control over financial reporting such that there is a reasonable possibility that a material misstatement of the company ¯s annual or interim financial statements will not be prevented or detected on a timely basis,2013-12-31,67279,"under the supervision and with the participation of our chief executive officer and chief financial officer, our management conducted an evaluation of the effectiveness of our internal control over financial reporting based on the framework in internal control ¡ª integrated framework (1992) issued by the committee of sponsoring organizations of the treadway commission (coso).",under the supervision and with the participation of our chief executive officer and chief financial officer our management conducted an evaluation of the effectiveness of our internal control over financial reporting based on the framework in internal control ª integrated framework <year> issued by the committee of sponsoring organizations of the treadway commission coso,309,0,0,ISSUE,0,other,1,0,0,False,False,10.0,0,0,trainval,ISSUE,0.8484688066944104,0.0035871781487274,0.1479440151568623,0.8484688066944104,0.7005247915375481,0,1,e5_logreg,OTHER,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,"Generic definition of material weakness, not a company-specific issue statement."
485,0000067279_2013_4,6,"as a result of its assessment, the company identified the following material weakness in internal control over financial reporting as of december 31, 2013.",as a result of its assessment the company identified the following material weakness in internal control over financial reporting as of <month> <num> <year>,2013-12-31,67279,"a material weakness is a control deficiency, or combination of control deficiencies, in internal control over financial reporting, such that there is a reasonable possibility that a material misstatement of the company¡¯s annual or interim financial statements will not be prevented or detected on a timely basis.",a material weakness is a control deficiency or combination of control deficiencies in internal control over financial reporting such that there is a reasonable possibility that a material misstatement of the company ¯s annual or interim financial statements will not be prevented or detected on a timely basis,156,0,1,OTHER,0,effect,0,0,0,False,False,10.0,0,1,trainval,ISSUE,0.539272275231203,0.0016241905868887,0.4591035341819082,0.539272275231203,0.0801687410492947,1,0,e5_logreg,ISSUE,0,0,status,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
486,0000067279_2013_4,7,"we did not design process level management review controls that operated at a sufficient level of precision, and we did not maintain appropriate controls over reviewing development and change management processes for our general information technology control environment, relating to the recognition and measurement of sales, inventories and income taxes.",we did not design process level management review controls that operated at a sufficient level of precision and we did not maintain appropriate controls over reviewing development and change management processes for our general information technology control environment relating to the recognition and measurement of sales inventories and income taxes,2013-12-31,67279,"as a result of its assessment, the company identified the following material weakness in internal control over financial reporting as of december 31, 2013.",as a result of its assessment the company identified the following material weakness in internal control over financial reporting as of <month> <num> <year>,352,0,0,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,ISSUE,0.9585205665504172,0.026659700138446,0.0148197333111366,0.9585205665504172,0.9318608664119712,0,1,e5_logreg,ISSUE,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
487,0000067279_2013_4,8,"as a result, management has concluded that these control deficiencies could have resulted in a material misstatement of the consolidated financial statements that would not have been prevented or detected on a timely basis, and as such, these control deficiencies result in a material weakness.",as a result management has concluded that these control deficiencies could have resulted in a material misstatement of the consolidated financial statements that would not have been prevented or detected on a timely basis and as such these control deficiencies result in a material weakness,2013-12-31,67279,"we did not design process level management review controls that operated at a sufficient level of precision, and we did not maintain appropriate controls over reviewing development and change management processes for our general information technology control environment, relating to the recognition and measurement of sales, inventories and income taxes.",we did not design process level management review controls that operated at a sufficient level of precision and we did not maintain appropriate controls over reviewing development and change management processes for our general information technology control environment relating to the recognition and measurement of sales inventories and income taxes,290,0,1,ISSUE,0,other,1,0,0,False,False,10.0,0,0,trainval,ISSUE,0.9594942373104808,0.0018634006263184,0.0386423620632009,0.9594942373104808,0.9208518752472798,0,1,e5_logreg,ISSUE,0,0,effect,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
697,0000067347_2024_4,10,94 table of contents the company had ineffective information technology (“it”) general controls (“itgcs”) in europe related to systems supporting the company’s accounting and financial reporting processes.,<num> table of contents the company had ineffective information technology it general controls itgcs in europe related to systems supporting the company s accounting and financial reporting processes,2024-03-31,67347,"in connection with the assessment described above, management identified the following material weakness as of march 31, 2024.",in connection with the assessment described above management identified the following material weakness as of <month> <num> <year>,199,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,trainval,ISSUE,0.9202299051961808,0.0224741926314268,0.0572959021723923,0.9202299051961808,0.8629340030237884,0,1,e5_logreg,ISSUE,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
698,0000067347_2024_4,12,"as a result, automated process-level controls and manual controls that are dependent upon the accuracy and completeness of information derived from those it systems were also ineffective since they could have been adversely impacted.",as a result automated process level controls and manual controls that are dependent upon the accuracy and completeness of information derived from those it systems were also ineffective since they could have been adversely impacted,2024-03-31,67347,94 table of contents the company had ineffective information technology (“it”) general controls (“itgcs”) in europe related to systems supporting the company’s accounting and financial reporting processes.,<num> table of contents the company had ineffective information technology it general controls itgcs in europe related to systems supporting the company s accounting and financial reporting processes,231,0,1,OTHER,0,effect,0,0,0,False,False,18.0,0,1,trainval,ISSUE,0.9705240666480168,0.0161603805556068,0.0133155527963764,0.9705240666480168,0.95436368609241,0,1,e5_logreg,ISSUE,0,0,effect,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
699,0000067347_2024_4,15,"therefore, management concluded that the deficiencies represent a material weakness in the company’s internal control over financial reporting as of march 31, 2024.",therefore management concluded that the deficiencies represent a material weakness in the company s internal control over financial reporting as of <month> <num> <year>,2024-03-31,67347,"as a result, automated process-level controls and manual controls that are dependent upon the accuracy and completeness of information derived from those it systems were also ineffective since they could have been adversely impacted.",as a result automated process level controls and manual controls that are dependent upon the accuracy and completeness of information derived from those it systems were also ineffective since they could have been adversely impacted,168,0,1,OTHER,0,status,0,0,0,False,False,18.0,0,1,trainval,ISSUE,0.6065378597839812,0.0015423394925214,0.3919198007234973,0.6065378597839812,0.2146180590604838,0,1,e5_logreg,OTHER,0,0,status,worker_batch_002,guideline_v1_1_issue_reaudit_round3,Status/conclusion sentence only; it does not state a standalone weakness.
1141,0000072911_2005_4,7,"these material weaknesses, which are the same material weaknesses that existed as at december 31, 2004 and as first reported in our 2003 annual report, are. lack of compliance with written nortel procedures for monitoring and adjusting balances related to certain accruals and provisions, including restructuring charges and contract and customer accruals; . lack of compliance with nortel procedures for appropriately applying applicable gaap to the initial recording of certain liabilities, including those described in sfas no. 5, and to foreign currency translation as described in sfas no.",these material weaknesses which are the same material weaknesses that existed as at <month> <num> <year> and as first reported in our <year> annual report are lack of compliance with written nortel procedures for monitoring and adjusting balances related to certain accruals and provisions including restructuring charges and contract and customer accruals lack of compliance with nortel procedures for appropriately applying applicable gaap to the initial recording of certain liabilities including those described in sfas no <num> and to foreign currency translation as described in sfas no,2005-12-31,72911,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for 231 . external purposes in accordance with applicable gaap.,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for <num> external purposes in accordance with applicable gaap,592,0,1,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,ISSUE,0.7859324223200922,0.0049641074862933,0.2091034701936144,0.7859324223200922,0.5768289521264778,0,1,e5_logreg,ISSUE,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
1142,0000072911_2005_4,8,"52; . lack of sufficient personnel with appropriate knowledge, experience and training in u.s.",<num> lack of sufficient personnel with appropriate knowledge experience and training in u s,2005-12-31,72911,"these material weaknesses, which are the same material weaknesses that existed as at december 31, 2004 and as first reported in our 2003 annual report, are. lack of compliance with written nortel procedures for monitoring and adjusting balances related to certain accruals and provisions, including restructuring charges and contract and customer accruals; . lack of compliance with nortel procedures for appropriately applying applicable gaap to the initial recording of certain liabilities, including those described in sfas no. 5, and to foreign currency translation as described in sfas no.",these material weaknesses which are the same material weaknesses that existed as at <month> <num> <year> and as first reported in our <year> annual report are lack of compliance with written nortel procedures for monitoring and adjusting balances related to certain accruals and provisions including restructuring charges and contract and customer accruals lack of compliance with nortel procedures for appropriately applying applicable gaap to the initial recording of certain liabilities including those described in sfas no <num> and to foreign currency translation as described in sfas no,92,1,0,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,ISSUE,0.9035678856132706,0.0606677854621549,0.0357643289245744,0.9035678856132706,0.8429001001511157,0,1,e5_logreg,ISSUE,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
1143,0000072911_2005_4,9,gaap and lack of sufficient analysis and documentation of the application of u.s.,gaap and lack of sufficient analysis and documentation of the application of u s,2005-12-31,72911,"52; . lack of sufficient personnel with appropriate knowledge, experience and training in u.s.",<num> lack of sufficient personnel with appropriate knowledge experience and training in u s,80,1,0,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,ISSUE,0.9051707452365296,0.0328807261864784,0.061948528576992,0.9051707452365296,0.8432222166595374,0,1,e5_logreg,ISSUE,0,0,background,worker_batch_002,guideline_v1_1_issue_reaudit_round3,
