row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
1332,0000835011_2006_4,16,"in fiscal 2006, the company spent approximately $21 million on such materials at these two facilities.",in fiscal <year> the company spent approximately $ <num> million on such materials at these two facilities,2006-06-30,835011,"the significant deficiencies involve controls over the purchase and management of maintenance materials, chemicals and supplies at our atchison, kansas and pekin, illinois facilities.",the significant deficiencies involve controls over the purchase and management of maintenance materials chemicals and supplies at our atchison kansas and pekin illinois facilities,106,1,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,OTHER,0.2672017822668456,0.1620892512025749,0.5707089665305795,0.5707089665305795,0.3035071842637338,1,0,e5_logreg,OTHER,0,0,background,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,background context only
1335,0000835011_2006_4,20,"(the company ceased using this application commencing july 1, 2006.)",the company ceased using this application commencing <month> <num> <year>,2006-06-30,835011,"management has identified a programming error in the software application (cmms) formerly utilized for processing purchasing, receiving and materials maintenance transactions at the atchison, kansas facility.",management has identified a programming error in the software application cmms formerly utilized for processing purchasing receiving and materials maintenance transactions at the atchison kansas facility,73,1,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,OTHER,0.275503619858069,0.0386215329929299,0.6858748471490009,0.6858748471490009,0.4103712272909319,1,0,e5_logreg,REMEDIATION,0,0,other,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,ceasing use of the errored application is concrete remediation
1354,0000835011_2006_4,39,"certain of the aforementioned significant deficiencies (items 2, 3, 5 (to the extent related to annual inventories in atchison) and 6) were disclosed in our previous fiscal year 10k report dated june 30, 2005.",certain of the aforementioned significant deficiencies items <num> <num> <num> to the extent related to annual inventories in atchison and <num> were disclosed in our previous fiscal year 10k report dated <month> <num> <year>,2006-06-30,835011,these practices could result in unauthorized or undocumented purchases.,these practices could result in unauthorized or undocumented purchases,225,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,OTHER,0.4376152102470372,0.00530489274569,0.5570798970072728,0.5570798970072728,0.1194646867602355,1,0,e5_logreg,OTHER,0,0,background,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,prior disclosure history only
1355,0000835011_2006_4,40,"during fiscal year 2006, we were able to implement certain corrective measures, set forth below, which led us to conclude in our december 31, 2005 report on form 10-q that the material weakness reported in our prior year’s 10-k had been reduced to a significant deficiency.",during fiscal year <year> we were able to implement certain corrective measures set forth below which led us to conclude in our <month> <num> <year> report on form <num> q that the material weakness reported in our prior year s <num> k had been reduced to a significant deficiency,2006-06-30,835011,"certain of the aforementioned significant deficiencies (items 2, 3, 5 (to the extent related to annual inventories in atchison) and 6) were disclosed in our previous fiscal year 10k report dated june 30, 2005.",certain of the aforementioned significant deficiencies items <num> <num> <num> to the extent related to annual inventories in atchison and <num> were disclosed in our previous fiscal year 10k report dated <month> <num> <year>,280,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,OTHER,0.1976669189348218,0.049094442482257,0.7532386385829212,0.7532386385829212,0.5555717196480994,1,0,e5_logreg,REMEDIATION,0,0,other,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,implemented corrective measures is concrete remediation
1358,0000835011_2006_4,43,"in addition, product managers have held monthly financial meetings starting in april of 2006 in order to accomplish this remediation activity.",in addition product managers have held monthly financial meetings starting in <month> of <year> in order to accomplish this remediation activity,2006-06-30,835011,the cfo has performed this review throughout the fiscal year.,the cfo has performed this review throughout the fiscal year,144,0,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,OTHER,0.0167950342382386,0.3601640827211856,0.6230408830405757,0.6230408830405757,0.26287680031939,1,0,e5_logreg,REMEDIATION,0,0,other,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,monthly financial meetings are a concrete remediation step
1360,0000835011_2006_4,45,"however, certain remediation activities previously discussed remain unimplemented to varying degrees.",however certain remediation activities previously discussed remain unimplemented to varying degrees,2006-06-30,835011,· each month during the fiscal year the atchison plant manager has performed a review of all purchase order activity to ensure that the purchases are for legitimate business purposes and are properly authorized.,each month during the fiscal year the atchison plant manager has performed a review of all purchase order activity to ensure that the purchases are for legitimate business purposes and are properly authorized,99,1,1,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,OTHER,0.2705077146334039,0.0168220937853866,0.7126701915812096,0.7126701915812096,0.4421624769478057,1,0,e5_logreg,OTHER,0,0,status,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,status only no concrete action
1363,0000835011_2006_4,48,"· in our fiscal year 2005 10k report, we disclosed that in order to adequately safeguard our maintenance, electrical and packaging materials, we would construct a consolidated stockroom facility at the atchison, kansas location.",in our fiscal year <year> 10k report we disclosed that in order to adequately safeguard our maintenance electrical and packaging materials we would construct a consolidated stockroom facility at the atchison kansas location,2006-06-30,835011,management was unable to fully implement this remediation activity for fiscal year 2006.,management was unable to fully implement this remediation activity for fiscal year <year>,223,0,0,REMEDIATION,0,other,0,1,0,False,False,43.0,0,0,test,OTHER,0.1374129054593087,0.2194438591402523,0.6431432354004388,0.6431432354004388,0.4236993762601865,1,0,e5_logreg,REMEDIATION,0,0,other,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,constructing the stockroom is a concrete remediation plan
1365,0000835011_2006_4,50,"if we conclude that the other corrective actions outlined in “remedies” below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison, we may not take this step at this time.",if we conclude that the other corrective actions outlined in remedies below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison we <month> not take this step at this time,2006-06-30,835011,"we are still in the process of evaluating this process, which involves multiple steps including the sale of an existing off-site facility and the acquisition and construction of a new on-site central stockroom facility.",we are still in the process of evaluating this process which involves multiple steps including the sale of an existing off site facility and the acquisition and construction of a new on site central stockroom facility,237,0,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,OTHER,0.3542873408068124,0.0346887621930114,0.6110238970001762,0.6110238970001762,0.2567365561933638,1,0,e5_logreg,OTHER,0,0,status,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,conditional future step only no concrete action
94,0000849146_2016_4,7,"audit committee independent review on september 13, 2016, we announced the delayed filing of this annual report on form 10-k to allow the audit committee of our board of directors to conduct an independent review related to the distribution of our products into countries outside the u.s, in which those products are not registered or that otherwise impose stringent restrictions on our direct selling model, and the associated revenue and tax and other accruals associated with such sales.",audit committee independent review on <month> <num> <year> we announced the delayed filing of this annual report on form <num> k to allow the audit committee of our board of directors to conduct an independent review related to the distribution of our products into countries outside the u s in which those products are not registered or that otherwise impose stringent restrictions on our direct selling model and the associated revenue and tax and other accruals associated with such sales,2016-06-30,849146,"under standards established by the public company accounting oversight board of the united states (""pcaob""), a material weakness is a deficiency, or combination of deficiencies, in internal control over financial reporting such that there is a reasonable possibility that a material misstatement of the company’s annual or interim financial statements will not be prevented or detected on a timely basis.",under standards established by the public company accounting oversight board of the united states pcaob a material weakness is a deficiency or combination of deficiencies in internal control over financial reporting such that there is a reasonable possibility that a material misstatement of the company s annual or interim financial statements will not be prevented or detected on a timely basis,491,0,0,OTHER,0,background,0,0,0,False,False,19.0,0,1,trainval,OTHER,0.1423175729727256,0.1902953964860278,0.6673870305412465,0.6673870305412465,0.4770916340552187,1,0,e5_logreg,OTHER,0,0,background,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,independent review and delayed filing are background context
101,0000849146_2016_4,14,"notwithstanding this material weakness, our management and audit committee concluded that the revenue related to the sales that were the subject of the audit committee’s independent review was properly recognized and that no tax or other accruals relating to such sales were necessary.",notwithstanding this material weakness our management and audit committee concluded that the revenue related to the sales that were the subject of the audit committee s independent review was properly recognized and that no tax or other accruals relating to such sales were necessary,2016-06-30,849146,"accordingly, we identified a material weakness in our internal controls over financial reporting as of the period ended june 30, 2016.",accordingly we identified a material weakness in our internal controls over financial reporting as of the period ended <month> <num> <year>,283,0,0,OTHER,0,background,0,0,0,False,False,19.0,0,1,trainval,OTHER,0.279345636783239,0.0531638690493278,0.6674904941674331,0.6674904941674331,0.3881448573841941,1,0,e5_logreg,OTHER,0,0,effect,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,revenue recognized and no accrual is outcome only
