row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
843,0000874734_2005_4,24,"pending the retention of these new positions, our executive vice president and chief financial officer assumed additional responsibilities.",pending the retention of these new positions our executive vice president and chief financial officer assumed additional responsibilities,2005-12-31,874734,"our remedial action plan will include. a search for senior level financial managers with an appropriate level of accounting knowledge, experience and training in the application of generally accepted accounting principles commensurate with our financial accounting and reporting requirements.",our remedial action plan will include a search for senior level financial managers with an appropriate level of accounting knowledge experience and training in the application of generally accepted accounting principles commensurate with our financial accounting and reporting requirements,137,1,0,REMEDIATION,0,other,0,1,0,False,False,22.0,0,0,trainval,REMEDIATION,0.1524758743364087,0.808649366147435,0.0388747595161561,0.808649366147435,0.6561734918110262,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
844,0000874734_2005_4,25,"during the first quarter of 2006, we retained an outside consultant to assist, under the supervision of our executive vice president and chief financial officer, with the closing of our books and with the reporting of our financial statements as of and for the fiscal year ended december 31, 2005; . improving training, education, accounting reviews, and if necessary, hiring additional accounting and financial personnel, to ensure that all relevant financial personnel have the appropriate level of technical expertise to effectively interpret and apply accounting standards; and . improving training, education, and revising our policies and procedures to provide for an increased level of management oversight.",during the first quarter of <year> we retained an outside consultant to assist under the supervision of our executive vice president and chief financial officer with the closing of our books and with the reporting of our financial statements as of and for the fiscal year ended <month> <num> <year> improving training education accounting reviews and if necessary hiring additional accounting and financial personnel to ensure that all relevant financial personnel have the appropriate level of technical expertise to effectively interpret and apply accounting standards and improving training education and revising our policies and procedures to provide for an increased level of management oversight,2005-12-31,874734,"pending the retention of these new positions, our executive vice president and chief financial officer assumed additional responsibilities.",pending the retention of these new positions our executive vice president and chief financial officer assumed additional responsibilities,702,0,0,REMEDIATION,0,other,0,1,0,False,False,22.0,0,0,trainval,REMEDIATION,0.0305038674968657,0.9166310738291092,0.0528650586740251,0.9166310738291092,0.863766015155084,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
845,0000874734_2005_4,26,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above.,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above,2005-12-31,874734,"during the first quarter of 2006, we retained an outside consultant to assist, under the supervision of our executive vice president and chief financial officer, with the closing of our books and with the reporting of our financial statements as of and for the fiscal year ended december 31, 2005; . improving training, education, accounting reviews, and if necessary, hiring additional accounting and financial personnel, to ensure that all relevant financial personnel have the appropriate level of technical expertise to effectively interpret and apply accounting standards; and . improving training, education, and revising our policies and procedures to provide for an increased level of management oversight.",during the first quarter of <year> we retained an outside consultant to assist under the supervision of our executive vice president and chief financial officer with the closing of our books and with the reporting of our financial statements as of and for the fiscal year ended <month> <num> <year> improving training education accounting reviews and if necessary hiring additional accounting and financial personnel to ensure that all relevant financial personnel have the appropriate level of technical expertise to effectively interpret and apply accounting standards and improving training education and revising our policies and procedures to provide for an increased level of management oversight,251,0,0,REMEDIATION,0,other,0,1,0,False,True,22.0,0,0,trainval,REMEDIATION,0.0086498550889793,0.6235039777506068,0.3678461671604138,0.6235039777506068,0.255657810590193,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
846,0000874734_2005_4,27,we will continue to monitor the improvements in the internal control over financial reporting to ensure remediation of the material weakness.,we will continue to monitor the improvements in the internal control over financial reporting to ensure remediation of the material weakness,2005-12-31,874734,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above.,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above,140,1,0,REMEDIATION,0,other,0,1,0,False,True,22.0,0,0,trainval,REMEDIATION,0.0222302435567915,0.5357414197793381,0.4420283366638703,0.5357414197793381,0.0937130831154677,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
1318,0000886163_2005_4,2,a nationally recognized external consulting firm assisted management with the company’s assessment of the effectiveness of internal control over financial reporting including program scoping and management’s documentation and testing of the company’s internal control over financial reporting.,a nationally recognized external consulting firm assisted management with the company s assessment of the effectiveness of internal control over financial reporting including program scoping and management s documentation and testing of the company s internal control over financial reporting,2005-12-31,886163,"management’s report on internal control over financial reporting management conducted an assessment of the effectiveness of the company’s internal control over financial reporting as of december 31, 2005 based on the framework set forth in internal control — integrated framework issued by the committee of sponsoring organizations of the treadway commission (coso).",management s report on internal control over financial reporting management conducted an assessment of the effectiveness of the company s internal control over financial reporting as of <month> <num> <year> based on the framework set forth in internal control integrated framework issued by the committee of sponsoring organizations of the treadway commission coso,292,0,0,OTHER,0,background,0,0,0,False,False,4.0,0,1,trainval,REMEDIATION,0.0189946312059389,0.6655376320175023,0.3154677367765588,0.6655376320175023,0.3500698952409434,1,0,e5_logreg,OTHER,0,0,background,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,"Assessment support and testing context, not remediation."
1319,0000886163_2005_4,3,"a second nationally recognized accounting firm provided additional program management as well as assistance with respect to testing and documentation of internal control over financial reporting, and objective advice on management’s assessment process.",a second nationally recognized accounting firm provided additional program management as well as assistance with respect to testing and documentation of internal control over financial reporting and objective advice on management s assessment process,2005-12-31,886163,a nationally recognized external consulting firm assisted management with the company’s assessment of the effectiveness of internal control over financial reporting including program scoping and management’s documentation and testing of the company’s internal control over financial reporting.,a nationally recognized external consulting firm assisted management with the company s assessment of the effectiveness of internal control over financial reporting including program scoping and management s documentation and testing of the company s internal control over financial reporting,250,0,0,OTHER,0,background,0,0,0,False,False,4.0,0,1,trainval,REMEDIATION,0.0230422847254768,0.8989799334910041,0.0779777817835191,0.8989799334910041,0.821002151707485,0,1,e5_logreg,OTHER,0,0,background,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,"Assessment-process support and advice, not remediation."
727,0000891178_2005_4,29,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition; .,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition,2005-12-31,891178,"beginning in the fourth quarter of the period covered by this annual report on form 10-k and continuing in the first quarter of fiscal year 2006, the company’s management identified and executed the steps necessary to remediate the aforementioned material weakness, including.",beginning in the fourth quarter of the period covered by this annual report on form <num> k and continuing in the first quarter of fiscal year <year> the company s management identified and executed the steps necessary to remediate the aforementioned material weakness including,188,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0310930125060102,0.930404936908663,0.0385020505853268,0.930404936908663,0.8919028863233361,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
728,0000891178_2005_4,30,"training internal personnel, with the assistance of the new external advisors, to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition; and, .",training internal personnel with the assistance of the new external advisors to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition and,2005-12-31,891178,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition; .,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition,230,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0191283473559775,0.9620741839705186,0.0187974686735038,0.9620741839705186,0.942945836614541,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
729,0000891178_2005_4,31,ensured the review of the revenue recognition documentation by qualified staff.,ensured the review of the revenue recognition documentation by qualified staff,2005-12-31,891178,"training internal personnel, with the assistance of the new external advisors, to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition; and, .",training internal personnel with the assistance of the new external advisors to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition and,78,1,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0327532825983643,0.950435825393436,0.0168108920081997,0.950435825393436,0.9176825427950716,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
848,0000895648_2005_4,6,"subsequent to the period covered by this report, management of the company reviewed and evaluated the design of the internal control process for accounting for income taxes and the staffing level with technical accounting expertise and is taking the following actions to remediate these reported material weaknesses in internal control over financial reporting by.",subsequent to the period covered by this report management of the company reviewed and evaluated the design of the internal control process for accounting for income taxes and the staffing level with technical accounting expertise and is taking the following actions to remediate these reported material weaknesses in internal control over financial reporting by,2005-12-31,895648,"during the closing process for the year ended december 31, 2005, management determined that. the company did not maintain effective controls at the company’s subsidiary over the process of identifying, communicating, recording and tracking various items that create current and deferred income taxes; and . the company had insufficient personnel resources with technical accounting expertise to enable it to conduct a timely and accurate financial close process.",during the closing process for the year ended <month> <num> <year> management determined that the company did not maintain effective controls at the company s subsidiary over the process of identifying communicating recording and tracking various items that create current and deferred income taxes and the company had insufficient personnel resources with technical accounting expertise to enable it to conduct a timely and accurate financial close process,362,0,0,REMEDIATION,0,other,0,1,0,False,True,6.0,0,0,trainval,REMEDIATION,0.1999348775894867,0.6432892014006065,0.1567759210099068,0.6432892014006065,0.4433543238111197,1,0,e5_logreg,OTHER,0,1,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,Lead-in to following actions; details are below.
