row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
1016,0001129633_2015_4,2,"internal control over financial reporting is defined as a process designed by or under the supervision of the company’s principal executive and principal financial officers or persons performing similar functions, and effected by the company’s board of directors, management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u.s.",internal control over financial reporting is defined as a process designed by or under the supervision of the company s principal executive and principal financial officers or persons performing similar functions and effected by the company s board of directors management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u s,2015-12-31,1129633,,,485,0,0,OTHER,0,background,0,0,0,False,False,9.0,0,1,test,OTHER,0.0313115459357857,0.4357395148550713,0.532948939209143,0.532948939209143,0.0972094243540716,1,0,e5_logreg,OTHER,0,0,background,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Definition and background only.
1018,0001129633_2015_4,11,"in addition, the following material weaknesses in internal control over financial reporting have been identified and included in management’s assessment as of december 31, 2015.",in addition the following material weaknesses in internal control over financial reporting have been identified and included in management s assessment as of <month> <num> <year>,2015-12-31,1129633,"management has concluded that as of december 31, 2015, the material weaknesses in internal control over financial reporting described below have not been fully remediated due to insufficient time to fully implement and assess the design and operating effectiveness of the related controls.",management has concluded that as of <month> <num> <year> the material weaknesses in internal control over financial reporting described below have not been fully remediated due to insufficient time to fully implement and assess the design and operating effectiveness of the related controls,178,0,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,ISSUE,0.4829852654250464,0.0097022988720773,0.5073124357028762,0.5073124357028762,0.0243271702778297,1,0,e5_logreg,ISSUE,0,0,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Issue statement: identified material weaknesses.
1022,0001129633_2015_4,21,"the company’s independent registered public accounting firm, kpmg llp, who audited the consolidated financial statements included in this annual report on form 10-k, has issued a report on the effectiveness of management’s internal control over financial reporting as of december 31, 2015.",the company s independent registered public accounting firm kpmg llp who audited the consolidated financial statements included in this annual report on form <num> k has issued a report on the effectiveness of management s internal control over financial reporting as of <month> <num> <year>,2015-12-31,1129633,"the company did not maintain effective controls over determining the appropriate accounting method for other invested assets (“oia”), including limited partnerships and limited liability company investments, or for determining the appropriate accounting for investee transactions.",the company did not maintain effective controls over determining the appropriate accounting method for other invested assets oia including limited partnerships and limited liability company investments or for determining the appropriate accounting for investee transactions,291,0,0,OTHER,0,attestation,0,1,1,False,False,9.0,0,0,test,OTHER,0.0332318637136023,0.0815798609808342,0.8851882753055635,0.8851882753055635,0.8036084143247293,0,1,e5_logreg,OTHER,0,0,attestation,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Auditor attestation only.
1026,0001129633_2015_4,26,"as of december 31, 2015, the company completed its remediation initiatives related to the following previously identified material weaknesses in the below list of categories.",as of <month> <num> <year> the company completed its remediation initiatives related to the following previously identified material weaknesses in the below list of categories,2015-12-31,1129633,"these improvements include strengthened financial skills and capabilities, enhanced risk assessment procedures, strengthened financial control governance, improved procedures over financial reporting and disclosures, and improved monitoring functions such as internal audit.",these improvements include strengthened financial skills and capabilities enhanced risk assessment procedures strengthened financial control governance improved procedures over financial reporting and disclosures and improved monitoring functions such as internal audit,175,0,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0598542742912164,0.0540722581133444,0.886073467595439,0.886073467595439,0.8262191933042226,0,1,e5_logreg,OTHER,0,0,status,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Status only; says remediation was completed.
1028,0001129633_2015_4,29,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations.,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Lead-in fragment for remediation items.
1033,0001129633_2015_4,35,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,insufficient complement of personnel with a level of u.s.,insufficient complement of personnel with a level of u s,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Lead-in fragment for remediation items.
1037,0001129633_2015_4,39,actuarial finance and valuation .,actuarial finance and valuation,2015-12-31,1129633,&#9702; implemented controls to periodically assess the sufficiency of gaap resources commensurate with the company’s financial reporting requirements.,<year> implemented controls to periodically assess the sufficiency of gaap resources commensurate with the company s financial reporting requirements,31,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.1656185729632112,0.3772711696718133,0.4571102573649754,0.4571102573649754,0.079839087693162,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Fragmentary topic label; context needed.
1039,0001129633_2015_4,41,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,ineffective controls over the review and approval of assumptions used in the determination of actuarially derived insurance policy liability estimates.,ineffective controls over the review and approval of assumptions used in the determination of actuarially derived insurance policy liability estimates,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Lead-in fragment for remediation items.
1044,0001129633_2015_4,46,gaap to universal life reserves.,gaap to universal life reserves,2015-12-31,1129633,ineffective controls over the application of u.s.,ineffective controls over the application of u s,31,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,ISSUE,0.146622047167477,0.3988733070534085,0.4545046457791143,0.4545046457791143,0.0556313387257058,1,0,e5_logreg,ISSUE,0,0,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Completes the issue about ineffective controls over U.S. GAAP.
1045,0001129633_2015_4,47,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,gaap to universal life reserves.,gaap to universal life reserves,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Lead-in fragment for remediation items.
1047,0001129633_2015_4,49,gaap for its universal life reserves.,gaap for its universal life reserves,2015-12-31,1129633,&#9702; documented critical accounting policies as well as designed and implemented controls over changes to those policies relative to the application of u.s.,<year> documented critical accounting policies as well as designed and implemented controls over changes to those policies relative to the application of u s,36,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,REMEDIATION,0.0733327843482487,0.3991221057511449,0.5275451099006063,0.5275451099006063,0.1284230041494614,1,0,e5_logreg,REMEDIATION,0,0,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Completes a concrete implemented control.
1048,0001129633_2015_4,50,investments .,investments,2015-12-31,1129633,gaap for its universal life reserves.,gaap for its universal life reserves,11,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.0893114068063725,0.1958341859878711,0.7148544072057562,0.7148544072057562,0.519020221217885,1,0,e5_logreg,OTHER,0,1,other,codex_other_worker_batch_014,guideline_v1_1_other_reaudit_round3,Standalone fragment with no clear action.
